date,region,category,channel,revenue,units_sold,orders,avg_order_value,cost,margin,margin_pct,anomaly_flag
2024-01-02,Bangalore,FMCG-Beverage,Modern Trade,385429.75,2203,84,4588.45,231921.47,153508.28,0.382,0
2024-01-02,Bangalore,FMCG-Personal Care,Modern Trade,198782.84,1567,37,5372.51,132937.69,65845.15,0.339,0
2024-01-02,Bangalore,FMCG-Home Care,General Trade,306502.7,6776,154,1990.28,214117.72,92384.97,0.305,0
2024-01-02,Bangalore,FMCG-Health,E-Commerce,266782.18,3053,179,1490.4,157986.94,108795.24,0.4,0
2024-01-02,Chennai,FMCG-Food,Institutional,238795.72,1992,90,2653.29,171347.28,67448.45,0.282,0
2024-01-02,Chennai,FMCG-Beverage,Export,319040.06,2618,74,4311.35,209647.77,109392.29,0.392,0
2024-01-02,Chennai,FMCG-Personal Care,Institutional,349918.91,2757,91,3845.26,224407.8,125511.1,0.365,0
2024-01-02,Chennai,FMCG-Home Care,Modern Trade,266694.13,1527,76,3509.13,191854.88,74839.25,0.257,0
2024-01-02,Chennai,FMCG-Health,E-Commerce,253190.78,1459,58,4365.36,181514.83,71675.96,0.298,0
2024-01-02,Kolkata,FMCG-Food,Institutional,221979.41,2033,145,1530.89,137475.68,84503.72,0.362,0
2024-01-02,Kolkata,FMCG-Beverage,General Trade,277414.43,2482,99,2802.17,196895.09,80519.34,0.262,0
2024-01-02,Kolkata,FMCG-Personal Care,General Trade,315317.48,5309,143,2205.02,182463.01,132854.48,0.4,0
2024-01-02,Kolkata,FMCG-Home Care,Institutional,182609.08,2322,136,1342.71,142192.74,40416.34,0.21,0
2024-01-02,Kolkata,FMCG-Health,Export,190719.65,2171,57,3345.96,128750.08,61969.57,0.315,0
2024-01-02,Hyderabad,FMCG-Food,Institutional,302028.46,2871,143,2112.09,230998.69,71029.77,0.237,0
2024-01-02,Hyderabad,FMCG-Beverage,General Trade,241929.57,1613,39,6203.32,177908.51,64021.07,0.274,0
2024-01-02,Hyderabad,FMCG-Personal Care,Modern Trade,209135.29,2372,53,3945.95,124178.58,84956.72,0.4,0
2024-01-02,Hyderabad,FMCG-Home Care,E-Commerce,183462.29,3418,94,1951.73,114859.31,68602.99,0.367,0
2024-01-02,Hyderabad,FMCG-Health,Modern Trade,303322.49,1814,38,7982.17,201652.61,101669.88,0.311,0
2024-01-02,Pune,FMCG-Food,Export,682904.6,4654,129,5293.83,246390.2,87347.56,0.288,1
2024-01-02,Pune,FMCG-Beverage,Institutional,266207.18,3567,96,2772.99,184265.36,81941.82,0.312,0
2024-01-02,Pune,FMCG-Personal Care,General Trade,162225.13,2411,61,2659.43,105136.03,57089.1,0.368,0
2024-01-02,Pune,FMCG-Home Care,Institutional,318129.14,2365,157,2026.3,219402.84,98726.3,0.284,0
2024-01-02,Pune,FMCG-Health,E-Commerce,188227.16,2558,85,2214.44,126951.06,61276.1,0.331,0
2024-01-02,Ahmedabad,FMCG-Food,Institutional,298745.39,3778,251,1190.22,196310.53,102434.86,0.35,0
2024-01-02,Ahmedabad,FMCG-Beverage,Modern Trade,140994.79,1061,88,1602.21,97396.1,43598.69,0.314,0
2024-01-02,Ahmedabad,FMCG-Personal Care,Export,337107.44,5433,319,1056.76,208792.8,128314.64,0.366,0
2024-01-02,Ahmedabad,FMCG-Home Care,General Trade,378136.27,2982,175,2160.78,255301.4,122834.87,0.334,0
2024-01-02,Ahmedabad,FMCG-Health,Institutional,300642.05,2203,64,4697.53,180445.58,120196.47,0.4,0
2024-01-03,Mumbai,FMCG-Food,Export,413600.34,5317,183,2260.11,256080.34,157520.0,0.397,0
2024-01-03,Mumbai,FMCG-Beverage,Modern Trade,450762.08,3855,116,3885.88,335686.0,115076.08,0.239,0
2024-01-03,Mumbai,FMCG-Personal Care,Institutional,358751.37,6055,183,1960.39,232886.52,125864.85,0.359,0
2024-01-03,Mumbai,FMCG-Home Care,Institutional,411894.92,5056,114,3613.11,275538.06,136356.87,0.369,0
2024-01-03,Mumbai,FMCG-Health,E-Commerce,315859.7,4042,269,1174.2,237180.4,78679.3,0.234,0
2024-01-03,Delhi,FMCG-Food,Institutional,386458.22,4018,365,1058.79,242970.66,143487.56,0.355,0
2024-01-03,Delhi,FMCG-Beverage,E-Commerce,405724.87,4461,92,4410.05,249799.28,155925.6,0.391,0
2024-01-03,Delhi,FMCG-Personal Care,General Trade,340347.24,3407,75,4537.96,233475.39,106871.85,0.331,0
2024-01-03,Delhi,FMCG-Home Care,Institutional,367737.49,6388,266,1382.47,262248.17,105489.32,0.316,0
2024-01-03,Delhi,FMCG-Health,Export,359871.52,3084,83,4335.8,230966.71,128904.8,0.4,0
2024-01-03,Bangalore,FMCG-Food,E-Commerce,266244.86,4344,197,1351.5,193054.02,73190.83,0.258,0
2024-01-03,Bangalore,FMCG-Beverage,E-Commerce,186520.79,2513,62,3008.4,128705.21,57815.58,0.32,0
2024-01-03,Bangalore,FMCG-Personal Care,E-Commerce,339753.31,5800,263,1291.84,265886.68,73866.62,0.232,0
2024-01-03,Bangalore,FMCG-Home Care,Export,103180.73,1257,96,1074.8,146413.05,91586.24,0.383,1
2024-01-03,Bangalore,FMCG-Health,Export,227922.97,3872,387,588.95,176813.25,51109.72,0.194,0
2024-01-03,Chennai,FMCG-Food,Modern Trade,223814.65,2830,70,3197.35,151753.04,72061.61,0.339,0
2024-01-03,Chennai,FMCG-Beverage,Export,358825.04,6869,361,993.98,237416.07,121408.97,0.313,0
2024-01-03,Chennai,FMCG-Personal Care,Export,386566.28,3820,79,4893.24,230156.92,156409.36,0.4,0
2024-01-03,Chennai,FMCG-Home Care,E-Commerce,203462.96,1262,34,5984.2,139827.93,63635.03,0.316,0
2024-01-03,Chennai,FMCG-Health,General Trade,297278.37,2009,40,7431.96,175438.34,121840.03,0.387,0
2024-01-03,Kolkata,FMCG-Food,Institutional,223558.04,3380,93,2403.85,132916.29,90641.75,0.4,0
2024-01-03,Kolkata,FMCG-Beverage,Modern Trade,335026.83,4028,103,3252.69,226538.98,108487.84,0.345,0
2024-01-03,Kolkata,FMCG-Personal Care,Institutional,273954.44,2040,92,2977.77,211361.69,62592.75,0.21,0
2024-01-03,Kolkata,FMCG-Home Care,General Trade,192867.29,3004,231,834.92,120486.12,72381.17,0.386,0
2024-01-03,Kolkata,FMCG-Health,E-Commerce,344046.06,3299,84,4095.79,241678.34,102367.72,0.375,0
2024-01-03,Hyderabad,FMCG-Food,Institutional,333992.96,5979,498,670.67,258998.85,74994.11,0.247,0
2024-01-03,Hyderabad,FMCG-Beverage,Export,352034.73,2587,56,6286.33,247930.98,104103.76,0.309,0
2024-01-03,Hyderabad,FMCG-Personal Care,Institutional,365266.29,7242,344,1061.82,287614.4,77651.88,0.228,0
2024-01-03,Hyderabad,FMCG-Home Care,Modern Trade,262292.91,2525,61,4299.88,175832.82,86460.09,0.325,0
2024-01-03,Hyderabad,FMCG-Health,Institutional,258355.72,3872,107,2414.54,171355.23,87000.49,0.338,0
2024-01-03,Pune,FMCG-Food,E-Commerce,251015.34,2359,78,3218.15,194785.56,56229.79,0.187,0
2024-01-03,Pune,FMCG-Beverage,Institutional,230968.27,1294,29,7964.42,180441.37,50526.9,0.187,0
2024-01-03,Pune,FMCG-Personal Care,General Trade,228343.26,1764,135,1691.43,140863.2,87480.05,0.4,0
2024-01-03,Pune,FMCG-Home Care,Export,208546.42,1888,171,1219.57,126173.25,82373.17,0.373,0
2024-01-03,Pune,FMCG-Health,Modern Trade,297973.69,2977,124,2403.01,216494.09,81479.6,0.287,0
2024-01-03,Ahmedabad,FMCG-Food,E-Commerce,221060.65,1559,37,5974.61,133115.62,87945.02,0.4,0
2024-01-03,Ahmedabad,FMCG-Beverage,Export,226695.5,3513,159,1425.76,153886.55,72808.95,0.308,0
2024-01-03,Ahmedabad,FMCG-Personal Care,E-Commerce,285670.65,1883,52,5493.67,217726.31,67944.33,0.251,0
2024-01-03,Ahmedabad,FMCG-Home Care,Export,273525.63,3206,68,4022.44,187125.7,86399.93,0.32,0
2024-01-03,Ahmedabad,FMCG-Health,Export,320992.94,3504,77,4168.74,218379.36,102613.59,0.337,0
2024-01-04,Mumbai,FMCG-Food,General Trade,279983.06,3624,106,2641.35,216538.61,63444.45,0.224,0
2024-01-04,Mumbai,FMCG-Beverage,Institutional,443121.16,2632,77,5754.82,294127.33,148993.83,0.354,0
2024-01-04,Mumbai,FMCG-Personal Care,Export,416757.83,2378,132,3157.26,310027.26,106730.57,0.249,0
2024-01-04,Mumbai,FMCG-Home Care,Modern Trade,437627.12,7485,191,2291.24,283240.53,154386.58,0.34,0
2024-01-04,Mumbai,FMCG-Health,E-Commerce,445643.78,4111,158,2820.53,295727.21,149916.57,0.345,0
2024-01-04,Delhi,FMCG-Food,Institutional,314858.12,2314,52,6054.96,208112.25,106745.88,0.357,0
2024-01-04,Delhi,FMCG-Beverage,Modern Trade,508331.18,4306,87,5842.89,360471.79,147859.4,0.312,0
2024-01-04,Delhi,FMCG-Personal Care,Modern Trade,220593.31,3856,241,915.32,159097.17,61496.14,0.269,0
2024-01-04,Delhi,FMCG-Home Care,E-Commerce,335238.64,2198,78,4297.93,242458.07,92780.56,0.263,0
2024-01-04,Delhi,FMCG-Health,General Trade,297018.7,1954,97,3062.05,180608.06,116410.64,0.4,0
2024-01-04,Bangalore,FMCG-Food,General Trade,180054.72,1070,56,3215.26,136909.34,43145.38,0.238,0
2024-01-04,Bangalore,FMCG-Beverage,General Trade,497365.72,2984,67,7423.37,132764.94,77694.04,0.349,1
2024-01-04,Bangalore,FMCG-Personal Care,Institutional,189372.73,1082,41,4618.85,146953.14,42419.59,0.199,0
2024-01-04,Bangalore,FMCG-Home Care,E-Commerce,423133.78,5493,119,3555.75,262061.8,161071.98,0.352,0
2024-01-04,Bangalore,FMCG-Health,Modern Trade,299859.58,2240,82,3656.82,235679.23,64180.35,0.217,0
2024-01-04,Chennai,FMCG-Food,E-Commerce,329342.47,2596,63,5227.66,237626.49,91715.99,0.25,0
2024-01-04,Chennai,FMCG-Beverage,General Trade,374235.45,5295,203,1843.52,234205.85,140029.6,0.374,0
2024-01-04,Chennai,FMCG-Personal Care,E-Commerce,284994.08,2726,58,4913.69,218651.67,66342.41,0.242,0
2024-01-04,Chennai,FMCG-Home Care,Export,337938.77,4918,273,1237.87,201556.15,136382.62,0.392,0
2024-01-04,Chennai,FMCG-Health,E-Commerce,367015.85,5460,136,2698.65,240149.51,126866.34,0.338,0
2024-01-04,Kolkata,FMCG-Food,Institutional,323474.17,5054,210,1540.35,209815.12,113659.05,0.365,0
2024-01-04,Kolkata,FMCG-Beverage,Modern Trade,414511.11,8842,200,2072.56,309417.37,105093.74,0.229,0
2024-01-04,Kolkata,FMCG-Personal Care,Modern Trade,302102.1,1936,58,5208.66,217149.16,84952.93,0.242,0
2024-01-04,Kolkata,FMCG-Home Care,General Trade,301494.01,3376,68,4433.74,203963.75,97530.25,0.335,0
2024-01-04,Kolkata,FMCG-Health,General Trade,306106.94,2307,135,2267.46,217622.09,88484.86,0.277,0
2024-01-04,Hyderabad,FMCG-Food,General Trade,172313.25,2246,51,3378.69,100857.45,71455.8,0.4,0
2024-01-04,Hyderabad,FMCG-Beverage,General Trade,239038.3,2027,43,5559.03,156668.67,82369.63,0.362,0
2024-01-04,Hyderabad,FMCG-Personal Care,Modern Trade,370605.39,2157,79,4691.21,264995.31,105610.08,0.271,0
2024-01-04,Hyderabad,FMCG-Home Care,Export,340159.71,3620,109,3120.73,211962.57,128197.13,0.383,0
2024-01-04,Hyderabad,FMCG-Health,Modern Trade,387565.86,2205,56,6920.82,276300.99,111264.88,0.3,0
2024-01-04,Pune,FMCG-Food,General Trade,269091.19,1779,71,3790.02,191662.34,77428.85,0.277,0
2024-01-04,Pune,FMCG-Beverage,E-Commerce,332288.26,2676,111,2993.59,206215.82,126072.43,0.392,0
2024-01-04,Pune,FMCG-Personal Care,Export,310451.21,1745,96,3233.87,230701.01,79750.2,0.259,0
2024-01-04,Pune,FMCG-Home Care,Export,224998.59,4786,191,1178.0,138181.62,86816.97,0.374,0
2024-01-04,Pune,FMCG-Health,Institutional,228636.69,1970,140,1633.12,140403.89,88232.79,0.382,0
2024-01-04,Ahmedabad,FMCG-Food,Modern Trade,228181.64,3046,62,3680.35,149123.13,79058.51,0.368,0
2024-01-04,Ahmedabad,FMCG-Beverage,Modern Trade,305194.35,2314,210,1453.31,234492.37,70701.98,0.248,0
2024-01-04,Ahmedabad,FMCG-Personal Care,Modern Trade,374267.76,2651,69,5424.17,282734.1,91533.66,0.245,0
2024-01-04,Ahmedabad,FMCG-Home Care,Export,337065.59,2607,55,6128.47,217455.67,119609.92,0.349,0
2024-01-04,Ahmedabad,FMCG-Health,Modern Trade,290713.81,2567,69,4213.24,191141.4,99572.41,0.34,0
2024-01-05,Mumbai,FMCG-Food,Institutional,474265.25,3971,172,2757.36,285283.33,188981.92,0.4,0
2024-01-05,Mumbai,FMCG-Beverage,E-Commerce,342463.25,3385,211,1623.05,214205.16,128258.08,0.4,0
2024-01-05,Mumbai,FMCG-Personal Care,Modern Trade,330005.56,1945,138,2391.34,236670.96,93334.6,0.259,0
2024-01-05,Mumbai,FMCG-Home Care,Modern Trade,527103.42,3409,75,7028.05,314722.03,212381.39,0.4,0
2024-01-05,Mumbai,FMCG-Health,Modern Trade,427946.18,4614,124,3451.18,297607.96,130338.22,0.317,0
2024-01-05,Delhi,FMCG-Food,General Trade,503426.68,6828,170,2961.33,354204.03,149222.66,0.278,0
2024-01-05,Delhi,FMCG-Beverage,Institutional,471241.4,5704,237,1988.36,306789.43,164451.97,0.335,0
2024-01-05,Delhi,FMCG-Personal Care,Export,504270.51,3827,347,1453.23,394417.6,109852.92,0.215,0
2024-01-05,Delhi,FMCG-Home Care,E-Commerce,459874.05,3288,113,4069.68,345681.23,114192.81,0.242,0
2024-01-05,Delhi,FMCG-Health,Modern Trade,333541.14,6131,122,2733.94,205326.31,128214.83,0.373,0
2024-01-05,Bangalore,FMCG-Food,E-Commerce,212159.85,3202,110,1928.73,146157.21,66002.64,0.316,0
2024-01-05,Bangalore,FMCG-Beverage,Modern Trade,419997.61,6339,129,3255.8,292610.09,127387.52,0.293,0
2024-01-05,Bangalore,FMCG-Personal Care,General Trade,369695.72,3531,130,2843.81,234624.28,135071.44,0.37,0
2024-01-05,Bangalore,FMCG-Home Care,Export,358982.68,2628,64,5609.1,215892.78,143089.89,0.37,0
2024-01-05,Bangalore,FMCG-Health,General Trade,360353.67,7827,269,1339.6,211541.17,148812.5,0.4,0
2024-01-05,Chennai,FMCG-Food,General Trade,401306.52,3578,96,4180.28,296153.69,105152.83,0.292,0
2024-01-05,Chennai,FMCG-Beverage,Modern Trade,242449.71,1793,56,4329.46,167130.84,75318.87,0.307,0
2024-01-05,Chennai,FMCG-Personal Care,Export,295562.86,5324,177,1669.85,216744.72,78818.14,0.247,0
2024-01-05,Chennai,FMCG-Home Care,General Trade,303875.38,3048,101,3008.67,201295.81,102579.58,0.332,0
2024-01-05,Chennai,FMCG-Health,General Trade,410669.82,7217,451,910.58,290469.35,120200.47,0.276,0
2024-01-05,Kolkata,FMCG-Food,E-Commerce,304202.45,2088,87,3496.58,201258.65,102943.79,0.369,0
2024-01-05,Kolkata,FMCG-Beverage,E-Commerce,373390.29,5245,163,2290.74,221621.95,151768.34,0.4,0
2024-01-05,Kolkata,FMCG-Personal Care,General Trade,384015.53,5928,269,1427.57,287811.65,96203.87,0.242,0
2024-01-05,Kolkata,FMCG-Home Care,Institutional,339108.71,2270,55,6165.61,249972.36,89136.35,0.263,0
2024-01-05,Kolkata,FMCG-Health,Export,373485.96,3081,61,6122.72,275286.87,98199.1,0.247,0
2024-01-05,Hyderabad,FMCG-Food,E-Commerce,272449.8,2515,50,5449.0,212893.46,59556.34,0.229,0
2024-01-05,Hyderabad,FMCG-Beverage,Modern Trade,437274.0,4073,339,1289.89,306834.35,130439.64,0.317,0
2024-01-05,Hyderabad,FMCG-Personal Care,Export,332278.27,5810,121,2746.1,211922.49,120355.78,0.347,0
2024-01-05,Hyderabad,FMCG-Home Care,General Trade,307500.85,6084,132,2329.55,215056.62,92444.23,0.304,0
2024-01-05,Hyderabad,FMCG-Health,Modern Trade,319051.46,5410,174,1833.63,216119.75,102931.71,0.306,0
2024-01-05,Pune,FMCG-Food,Export,274545.63,2631,61,4500.75,168498.91,106046.72,0.374,0
2024-01-05,Pune,FMCG-Beverage,Modern Trade,176968.08,1951,40,4424.2,116055.47,60912.6,0.334,0
2024-01-05,Pune,FMCG-Personal Care,E-Commerce,339172.65,2483,88,3854.23,241977.35,97195.31,0.29,0
2024-01-05,Pune,FMCG-Home Care,General Trade,355190.56,3946,83,4279.4,254095.67,101094.88,0.322,0
2024-01-05,Pune,FMCG-Health,E-Commerce,420749.4,6741,449,937.08,270394.04,150355.36,0.346,0
2024-01-05,Ahmedabad,FMCG-Food,Modern Trade,270752.66,1935,45,6016.73,192947.44,77805.22,0.297,0
2024-01-05,Ahmedabad,FMCG-Beverage,E-Commerce,278270.7,4013,174,1599.26,185443.86,92826.84,0.37,0
2024-01-05,Ahmedabad,FMCG-Personal Care,Export,414059.5,7471,466,888.54,281401.83,132657.67,0.311,0
2024-01-05,Ahmedabad,FMCG-Home Care,General Trade,292502.99,3233,65,4500.05,220218.23,72284.75,0.274,0
2024-01-05,Ahmedabad,FMCG-Health,Institutional,297509.47,2300,115,2587.04,181448.97,116060.5,0.4,0
2024-01-06,Mumbai,FMCG-Food,General Trade,211184.5,1657,43,4911.27,138115.27,73069.23,0.334,0
2024-01-06,Mumbai,FMCG-Beverage,Export,391761.99,2483,75,5223.49,251702.48,140059.51,0.358,0
2024-01-06,Mumbai,FMCG-Personal Care,General Trade,509923.78,4388,219,2328.42,343919.52,166004.26,0.338,0
2024-01-06,Mumbai,FMCG-Home Care,Modern Trade,432695.48,2654,58,7460.27,262457.37,170238.11,0.391,0
2024-01-06,Mumbai,FMCG-Health,Export,449987.31,6752,177,2542.3,308619.74,141367.58,0.324,0
2024-01-06,Delhi,FMCG-Food,Modern Trade,278128.27,2626,82,3391.81,186170.51,91957.76,0.308,0
2024-01-06,Delhi,FMCG-Beverage,Modern Trade,299681.01,5349,222,1349.91,198015.82,101665.18,0.365,0
2024-01-06,Delhi,FMCG-Personal Care,E-Commerce,321723.4,4971,414,777.11,192489.51,129233.89,0.387,0
2024-01-06,Delhi,FMCG-Home Care,Modern Trade,549640.52,5073,103,5336.32,371950.28,177690.24,0.326,0
2024-01-06,Delhi,FMCG-Health,Export,531391.68,3090,64,8302.99,308999.38,222392.3,0.4,0
2024-01-06,Bangalore,FMCG-Food,Export,368715.88,4776,95,3881.22,273032.73,95683.15,0.295,0
2024-01-06,Bangalore,FMCG-Beverage,Export,319180.83,6759,160,1994.88,191757.51,127423.32,0.4,0
2024-01-06,Bangalore,FMCG-Personal Care,General Trade,281431.97,3632,100,2814.32,171012.46,110419.51,0.4,0
2024-01-06,Bangalore,FMCG-Home Care,Export,352127.34,3035,72,4890.66,209684.41,142442.93,0.4,0
2024-01-06,Bangalore,FMCG-Health,Modern Trade,381639.45,2150,82,4654.14,251689.42,129950.03,0.305,0
2024-01-06,Chennai,FMCG-Food,E-Commerce,258652.41,4384,93,2781.21,153041.4,105611.01,0.368,0
2024-01-06,Chennai,FMCG-Beverage,Institutional,223059.29,1419,36,6196.09,145319.29,77740.0,0.363,0
2024-01-06,Chennai,FMCG-Personal Care,General Trade,399426.48,3740,133,3003.21,298736.86,100689.62,0.254,0
2024-01-06,Chennai,FMCG-Home Care,Institutional,231539.35,2020,45,5145.32,143412.85,88126.5,0.353,0
2024-01-06,Chennai,FMCG-Health,E-Commerce,223632.63,1486,47,4758.14,164524.53,59108.1,0.263,0
2024-01-06,Kolkata,FMCG-Food,E-Commerce,222027.93,1339,39,5693.02,145380.34,76647.59,0.345,0
2024-01-06,Kolkata,FMCG-Beverage,Institutional,354377.16,3078,205,1728.67,241579.86,112797.3,0.317,0
2024-01-06,Kolkata,FMCG-Personal Care,E-Commerce,182880.86,2069,137,1334.9,128750.91,54129.96,0.309,0
2024-01-06,Kolkata,FMCG-Home Care,Institutional,357744.68,2590,80,4471.81,229623.48,128121.2,0.339,0
2024-01-06,Kolkata,FMCG-Health,Modern Trade,187157.09,2280,175,1069.47,142278.28,44878.81,0.219,0
2024-01-06,Hyderabad,FMCG-Food,General Trade,358276.95,5379,489,732.67,237467.45,120809.5,0.356,0
2024-01-06,Hyderabad,FMCG-Beverage,E-Commerce,373110.05,4854,147,2538.16,268601.43,104508.62,0.29,0
2024-01-06,Hyderabad,FMCG-Personal Care,Institutional,274853.11,1587,48,5726.11,191468.55,83384.56,0.288,0
2024-01-06,Hyderabad,FMCG-Home Care,Modern Trade,380084.63,2864,114,3334.08,265308.03,114776.6,0.281,0
2024-01-06,Hyderabad,FMCG-Health,Institutional,187884.19,3085,118,1592.24,115843.77,72040.42,0.359,0
2024-01-06,Pune,FMCG-Food,Modern Trade,261855.75,3635,201,1302.76,184868.65,76987.11,0.295,0
2024-01-06,Pune,FMCG-Beverage,E-Commerce,266213.45,1942,64,4159.59,203978.76,62234.69,0.238,0
2024-01-06,Pune,FMCG-Personal Care,General Trade,339331.23,5120,102,3326.78,235156.34,104174.89,0.303,0
2024-01-06,Pune,FMCG-Home Care,Modern Trade,379944.87,5960,145,2620.31,260010.98,119933.89,0.331,0
2024-01-06,Pune,FMCG-Health,Modern Trade,249555.74,3991,266,938.18,174109.62,75446.13,0.291,0
2024-01-06,Ahmedabad,FMCG-Food,Modern Trade,230889.3,1551,33,6996.65,181805.68,49083.61,0.167,0
